id	Writing_Applications	Language_Conventions	total_words	total_sentences	words_div_sentences	sent_density	flesch_reading_ease	flesch_kincaid_grade	smog_index	automated_readability_index	coleman_liau_index	linsear_write_formula	dale_chall_readability_score	text_standard	spache_readability	reading_time	crawford	wiener_sachtextformel	monosyllabcount	polysyllabcount	letter_count	char_count	sentence_count	lexicon_count	syllable_count	ts_avg_len_sent	ts_avg_sent_per_word	ts_avg_syllab_per_word
4019	3	3	489	23	21.26086956521739	5.11	64.34	10.2	10.5	11.7	8.71	6.5	7.09	11.0	4.981140350877194	29.84	2.5	4.404377777777778	337	32	1992	2031	19	450	621	23.7	0.04	1.4
4020	3	3	420	13	32.30769230769231	3.33	54.02	16.2	11.4	18.9	6.69	11.2	7.39	7.0	7.358122807017542	22.83	2.7	6.088897660818713	306	19	1514	1554	9	380	512	42.2	0.02	1.3
4021	4	4	456	16	28.5	3.86	51.65	15.0	12.2	17.4	7.96	11.0	2.43	15.0	6.221540886249429	25.72	2.7	6.254474371859296	300	28	1693	1751	11	398	540	36.2	0.03	1.4
4022	4	4	522	24	21.75	5.26	47.32	12.6	14.0	14.7	11.96	11.333333333333334	7.19	12.0	5.149964215173695	34.26	3.6	7.508441942604856	291	69	2259	2332	19	453	730	23.8	0.04	1.6
4023	4	4	405	21	19.285714285714285	5.65	13.89	29.6	16.2	35.2	7.86	6.0	9.26	30.0	11.914830517711172	22.81	3.1	11.739387356948228	290	26	1515	1553	5	367	508	73.4	0.01	1.4
4024	1	1	39	1	39.0	2.56	65.73	13.8	0.0	15.4	4.71	20.5	7.6	8.0	6.77902564102564	2.12	1.7	4.621441025641026	34	1	144	144	1	39	45	39.0	0.03	1.2
4025	4	3	519	34	15.264705882352942	7.44	71.44	7.4	9.6	8.3	7.94	9.0	7.31	8.0	4.221	30.1	2.1	3.0357333333333334	338	35	1981	2049	27	450	615	16.7	0.06	1.4
4026	5	4	758	39	19.435897435897434	5.78	-600.12	263.4	0.0	336.1	11.17	15.5	39.48	0.0	96.37437313432834	47.13	4.1	114.18914925373133	471	87	3117	3208	1	670	1033	670.0	0.0	1.5
4027	4	3	268	22	12.181818181818182	9.17	66.23	7.4	8.1	6.6	7.36	4.7	5.95	7.0	3.1579514066496164	15.26	2.4	1.6418567774936057	178	13	1000	1039	17	230	344	13.5	0.07	1.5
4028	5	4	541	19	28.473684210526315	3.82	55.2	13.7	12.5	16.1	8.77	15.25	8.15	9.0	6.522831771894094	32.45	2.9	6.160660991174474	363	40	2157	2209	15	491	691	32.7	0.03	1.4
4029	3	4	506	34	14.882352941176471	7.78	81.93	5.5	8.2	6.1	5.85	6.375	6.48	6.0	3.57314401622718	26.79	1.7	1.4254624746450304	342	23	1740	1824	29	425	560	14.7	0.07	1.3
4030	3	3	379	23	16.47826086956522	6.53	78.99	6.6	8.5	6.3	5.33	8.666666666666666	6.22	7.0	3.9260856125356125	20.79	1.7	2.096624957264958	281	18	1387	1415	20	351	452	17.6	0.06	1.3
4031	3	2	220	10	22.0	4.78	-123.75	82.4	0.0	102.9	8.27	54.0	15.97	0.0	30.88407655502392	12.91	3.1	34.04243157894737	166	11	868	879	1	209	283	209.0	0.0	1.4
4032	3	3	387	16	24.1875	4.72	62.72	10.8	12.1	13.3	9.12	12.0	7.58	12.0	5.583676408697684	22.65	2.8	5.3466589198036	239	32	1479	1542	13	329	468	25.3	0.04	1.4
4033	5	4	535	24	22.291666666666668	5.1	-155.55	92.6	0.0	116.7	10.53	11.4	18.1	11.0	34.7186724137931	31.98	3.7	39.47302931034482	335	39	2106	2177	2	464	679	232.0	0.0	1.5
4034	3	3	375	11	34.09090909090909	3.19	38.8	22.1	11.2	26.9	7.33	11.4	9.1	12.0	9.60154081632653	21.14	2.7	8.336211273080659	274	12	1404	1439	6	343	452	57.2	0.02	1.3
4035	3	4	447	26	17.192307692307693	6.55	37.5	12.2	10.6	9.6	9.34	7.428571428571429	6.47	9.0	4.074259743185402	27.22	4.0	4.682192070286101	263	39	1790	1853	23	386	678	16.8	0.06	1.8
4036	4	3	574	30	19.133333333333333	5.92	84.2	6.7	7.6	7.7	4.99	12.5	6.48	8.0	4.248284136546184	29.19	1.7	1.6896610441767068	409	15	1914	1987	24	498	621	20.8	0.05	1.2
4037	3	3	632	35	18.057142857142857	6.43	67.69	8.9	10.4	10.7	8.53	15.25	7.27	9.0	4.803776256699985	36.33	2.4	3.8241640735911924	389	42	2364	2473	26	531	743	20.4	0.05	1.4
4038	4	4	757	35	21.62857142857143	5.28	65.66	9.7	10.4	11.1	8.3	10.8	7.0	11.0	4.823254515599343	43.35	2.3	3.8509170083161184	497	47	2839	2951	29	651	885	22.4	0.04	1.4
4039	4	4	389	19	20.473684210526315	5.4	71.38	9.5	10.1	12.2	8.36	6.857142857142857	7.12	7.0	5.141529220779221	23.14	2.3	4.11184025974026	274	21	1538	1575	14	352	472	25.1	0.04	1.3
4040	3	4	581	32	18.15625	6.0	69.11	8.3	10.0	9.4	8.47	6.75	6.51	9.0	4.274169558783965	35.4	2.2	3.65330503093893	401	40	2360	2410	28	531	729	19.0	0.05	1.4
4041	3	3	540	30	18.0	6.05	76.25	7.7	6.8	9.1	7.14	7.666666666666666	6.43	8.0	4.13663683127572	30.88	1.7	1.4319728395061726	398	10	2046	2102	24	486	608	20.3	0.05	1.3
4042	3	3	365	23	15.869565217391305	6.91	62.27	8.9	9.9	8.1	7.48	12.0	7.12	9.0	4.1267883606296705	21.51	2.6	3.3611534743202416	240	27	1429	1464	19	331	484	17.4	0.06	1.5
4043	3	3	382	11	34.72727272727273	3.07	37.78	22.4	10.5	27.5	7.5	7.666666666666666	7.84	8.0	9.434769340974212	21.59	2.4	8.13708557784145	290	10	1437	1470	6	349	440	58.2	0.02	1.3
4044	5	4	733	35	20.942857142857143	5.47	68.2	8.7	10.6	9.8	8.01	11.4	7.13	9.0	4.685341689560439	42.23	2.4	3.9662763343799057	471	55	2778	2875	32	637	893	19.9	0.05	1.4
4045	3	4	359	18	19.944444444444443	5.41	67.89	8.8	10.0	9.3	7.54	8.833333333333334	6.79	9.0	4.590700657894736	20.85	2.3	4.018399535603715	240	23	1384	1419	16	323	444	20.2	0.05	1.4
4046	4	4	824	46	17.91304347826087	6.16	61.46	9.2	10.9	9.3	8.76	6.875	6.55	9.0	4.292179755443667	50.34	2.6	4.562559510887334	528	75	3348	3427	41	746	1092	18.2	0.05	1.5
4047	3	3	218	10	21.8	5.0	46.61	12.8	12.8	13.8	10.68	13.2	8.07	13.0	5.522071428571428	14.04	3.4	6.134716326530613	136	23	934	956	8	196	304	24.5	0.04	1.6
4048	3	3	269	17	15.823529411764707	6.88	67.69	8.9	9.9	9.9	8.12	5.333333333333333	7.03	10.0	4.665505102040816	16.14	2.5	3.7681360544217686	183	17	1073	1099	12	245	346	20.4	0.05	1.4
4049	4	3	672	26	25.846153846153847	4.37	58.76	12.3	10.8	14.2	8.31	7.833333333333334	7.25	8.0	5.766131506849314	38.25	2.7	4.574089315068493	441	36	2516	2604	20	584	807	29.2	0.03	1.4
4050	2	3	439	16	27.4375	3.95	56.05	15.4	11.0	17.9	6.75	8.0	7.2	7.0	6.956453731343283	24.17	2.5	5.012584278606965	326	19	1605	1645	10	402	525	40.2	0.02	1.3
4051	3	3	450	25	18.0	6.16	76.56	7.6	8.1	8.7	6.79	6.0	6.48	9.0	4.153499999999999	25.15	1.8	1.9720750000000002	332	15	1660	1712	20	400	507	20.0	0.05	1.3
4052	3	4	520	20	26.0	4.34	4.29	35.3	16.2	44.1	7.63	11.2	9.93	8.0	14.32056842105263	28.43	2.8	14.687017192982458	364	26	1864	1935	5	456	597	91.2	0.01	1.3
4053	4	3	368	21	17.523809523809526	6.44	67.89	8.8	10.4	10.5	8.82	8.142857142857142	6.89	9.0	4.3510721749226	22.03	2.5	4.0975636222910214	242	26	1455	1500	16	323	458	20.2	0.05	1.4
4054	3	3	281	16	17.5625	6.53	50.77	11.2	10.1	8.8	6.5	10.8	6.45	11.0	4.454892857142857	15.32	3.6	3.092176870748299	188	18	1004	1043	12	245	403	20.4	0.05	1.6
4055	4	4	542	24	22.583333333333332	4.89	55.17	11.6	11.4	12.7	9.35	12.0	7.02	12.0	5.084670328542094	33.3	2.9	5.484862094455853	344	42	2211	2267	20	487	712	24.4	0.04	1.5
4056	3	3	367	16	22.9375	4.79	69.35	10.3	9.9	12.2	6.91	8.0	6.88	7.0	5.2663653846153835	20.39	2.3	3.875517948717947	257	17	1340	1388	12	325	427	27.1	0.04	1.3
4057	3	3	619	30	20.633333333333333	5.25	66.17	9.5	12.0	10.6	8.18	12.0	5.97	10.0	4.39787314439946	37.5	2.7	4.7548367071524975	431	63	2504	2553	26	570	822	21.9	0.05	1.4
4058	4	4	409	30	13.633333333333333	8.29	63.49	8.4	11.0	9.5	9.63	8.285714285714286	6.47	9.0	3.970182709447415	25.37	2.7	5.039544537815125	256	42	1674	1727	22	357	536	16.2	0.06	1.5
4059	4	4	430	23	18.695652173913043	6.07	60.75	9.5	10.8	10.5	9.23	8.666666666666666	6.11	9.0	4.107801169590642	25.18	2.7	4.146055555555556	255	34	1645	1714	19	360	526	18.9	0.05	1.5
4060	5	4	782	28	27.928571428571427	3.92	65.49	11.8	10.1	14.3	7.61	15.0	7.19	8.0	5.959764446890478	44.94	2.3	4.390074371674922	561	34	2981	3059	23	711	926	30.9	0.03	1.3
4061	6	4	591	31	19.06451612903226	5.92	59.84	9.8	10.6	11.7	10.44	8.833333333333334	7.46	10.0	4.937307692307693	37.4	3.0	4.954594752534287	342	45	2469	2546	26	516	780	19.8	0.05	1.5
4062	4	4	527	28	18.821428571428573	5.91	59.23	10.1	9.3	10.5	8.82	6.714285714285714	6.8	10.0	4.465986279781218	31.86	2.8	3.1780721423936216	357	27	2111	2169	23	469	688	20.4	0.05	1.5
4063	3	4	477	25	19.08	5.79	74.02	8.5	9.3	10.3	7.61	11.8	7.05	9.0	4.773129052138542	27.29	2.0	3.1891573770491792	344	22	1809	1858	19	427	554	22.5	0.04	1.3
4064	3	4	296	20	14.8	7.58	73.88	6.5	9.0	8.5	9.39	5.444444444444445	6.12	7.0	3.5933333333333333	18.36	2.2	3.303316279069768	190	19	1212	1250	18	258	370	14.3	0.07	1.4
4065	3	3	281	15	18.733333333333334	5.79	46.71	19.0	9.9	23.5	7.79	6.571428571428571	7.81	8.0	8.15257813765182	15.6	2.5	6.886177975708502	206	7	1029	1062	5	247	321	49.4	0.02	1.3
4066	3	2	445	23	19.347826086956523	5.58	66.67	9.3	9.9	8.8	6.09	11.8	6.25	10.0	4.381504018667357	24.68	2.4	3.211814778325122	326	27	1635	1680	19	406	558	21.4	0.05	1.4
4067	4	3	452	24	18.833333333333332	5.8	84.61	6.5	7.7	8.2	6.04	7.666666666666666	6.39	8.0	4.257735749385749	24.72	1.7	1.7600752825552832	343	13	1635	1683	20	407	508	20.4	0.05	1.2
4068	3	3	381	19	20.05263157894737	5.56	62.51	10.9	9.5	11.8	7.38	12.2	7.14	12.0	5.44236997443644	21.17	2.7	4.09144415524053	245	16	1391	1441	13	331	467	25.5	0.04	1.4
4069	4	3	488	25	19.52	5.58	74.73	8.3	8.4	9.7	6.91	11.6	6.38	7.0	4.484818348623853	27.48	2.1	2.364065504587156	357	17	1816	1871	20	436	573	21.8	0.05	1.3
4070	4	3	446	21	21.238095238095237	5.12	-47.32	53.1	18.2	66.0	8.73	6.714285714285714	12.55	13.0	20.458069825436404	25.83	3.1	22.158605320033246	314	21	1716	1758	3	401	546	133.7	0.01	1.4
4071	4	4	342	17	20.11764705882353	5.36	74.22	8.4	10.3	10.1	7.49	7.2857142857142865	6.82	7.0	4.725516483516483	19.82	2.2	3.164600915750916	251	22	1317	1349	14	312	416	22.3	0.04	1.3
4072	4	4	603	34	17.735294117647058	6.18	68.6	8.5	10.5	9.3	7.89	8.833333333333334	7.01	9.0	4.577592726081258	35.62	2.5	3.8020707732634342	400	46	2366	2425	28	545	775	19.5	0.05	1.4
4073	4	4	685	34	20.147058823529413	5.59	-517.23	235.7	0.0	300.5	7.34	8.5	35.21	236.0	86.7125950413223	36.58	3.1	100.04949586776858	498	30	2412	2490	1	605	804	605.0	0.0	1.3
4074	4	4	548	24	22.833333333333332	4.93	-407.27	189.3	0.0	241.1	11.11	7.428571428571429	29.98	0.0	69.55816666666666	33.67	4.0	81.81639583333333	341	49	2225	2292	1	480	729	480.0	0.0	1.5
4075	3	4	513	21	24.428571428571427	4.43	67.12	11.2	8.8	13.0	7.09	8.166666666666666	6.5	9.0	5.485495335820895	28.88	2.1	3.405261087420042	386	16	1921	1966	16	469	590	29.3	0.03	1.3
4076	3	4	563	26	21.653846153846153	4.91	71.48	9.5	9.7	11.0	7.2	7.2857142857142865	6.44	10.0	4.997362050163577	32.64	2.1	3.467190766993821	424	28	2183	2222	21	524	679	25.0	0.04	1.3
4077	3	3	238	11	21.636363636363637	4.98	45.36	17.5	13.0	20.6	8.61	12.2	7.97	18.0	7.62872075471698	13.81	3.0	6.99555358490566	169	15	914	940	5	212	297	42.4	0.02	1.4
4078	4	4	608	24	25.333333333333332	4.32	63.97	12.4	11.0	15.7	8.43	13.5	6.79	14.0	6.048986228248104	35.9	2.5	5.076588256645672	413	32	2387	2444	17	551	740	32.4	0.03	1.3
4079	4	4	583	28	20.821428571428573	5.3	64.75	10.0	11.6	12.5	9.7	11.6	6.27	10.0	4.691548295454545	35.61	2.8	5.044871875	367	48	2353	2424	22	512	738	23.3	0.04	1.4
4080	4	4	538	21	25.61904761904762	4.28	44.27	13.7	13.4	15.1	10.8	11.166666666666666	7.72	14.0	5.827944674965421	34.82	3.5	6.746580544029507	320	58	2310	2370	18	482	752	26.8	0.04	1.6
4081	4	3	480	19	25.263157894736842	4.26	56.83	13.1	10.8	15.1	8.6	10.6	7.39	11.0	5.979684141546526	28.57	2.6	5.338920576671034	331	25	1899	1945	14	436	593	31.1	0.03	1.4
4082	4	3	460	15	30.666666666666668	3.48	52.57	14.7	13.2	17.2	8.72	15.25	6.96	15.0	6.317524231678487	27.75	2.8	6.375419385342791	333	37	1853	1889	12	423	585	35.3	0.03	1.4
4083	4	4	506	22	23.0	4.86	55.81	13.4	12.4	15.8	8.66	11.4	7.16	13.0	6.184679446388799	29.72	2.7	6.017365128857779	346	37	1962	2023	14	449	620	32.1	0.03	1.4
4084	4	4	551	27	20.40740740740741	5.61	55.58	11.5	11.6	12.9	9.64	15.5	7.49	12.0	5.333833333333333	33.41	3.0	5.209508333333332	341	44	2202	2274	20	480	710	24.0	0.04	1.5
4085	3	4	270	23	11.73913043478261	9.54	58.89	8.1	10.3	9.7	11.64	5.363636363636363	6.33	10.0	3.497840985442329	18.24	2.9	5.563212765957445	153	30	1207	1242	19	235	381	12.4	0.08	1.6
4086	3	4	339	17	19.941176470588236	5.61	67.18	9.1	9.8	10.8	8.65	7.571428571428571	6.67	9.0	4.516158512720157	19.88	2.3	3.6722457925636007	228	19	1305	1353	14	292	401	20.9	0.05	1.4
4087	4	4	372	15	24.8	4.35	56.93	13.0	10.6	14.5	7.96	11.0	6.79	11.0	5.916158357771261	21.76	2.7	4.5848568914956	270	19	1449	1481	11	341	471	31.0	0.03	1.4
4088	4	4	560	28	20.0	5.53	49.55	11.7	12.9	11.4	9.05	11.6	7.92	12.0	5.3014698457223	34.04	3.3	5.985764831697054	343	67	2250	2317	23	496	773	21.6	0.05	1.6
4089	4	4	521	28	18.607142857142858	6.35	49.04	11.9	9.8	10.5	7.02	11.0	6.12	11.0	4.48822305764411	27.35	3.6	3.087571428571428	310	26	1761	1862	19	420	682	22.1	0.05	1.6
4090	3	3	415	23	18.043478260869566	6.08	67.99	8.8	9.6	10.1	8.24	8.666666666666666	6.3	9.0	4.190933056325023	24.17	2.4	3.681640689442906	269	23	1589	1645	18	361	503	20.1	0.05	1.4
4091	3	3	412	13	31.692307692307693	3.49	24.92	23.2	16.9	29.6	11.85	15.75	8.51	23.0	9.323269230769231	24.28	3.5	10.835112820512819	225	35	1582	1653	6	325	486	54.2	0.02	1.5
4092	4	4	515	25	20.6	5.36	70.97	9.7	8.7	10.5	5.93	13.0	6.66	7.0	5.071537037037036	27.48	2.0	2.895942047930283	376	17	1813	1871	18	459	583	25.5	0.04	1.3
4093	4	4	616	21	29.333333333333332	3.68	60.82	13.6	10.1	16.4	7.5	11.0	7.32	8.0	6.495556338028168	35.56	2.3	4.982853521126762	453	24	2371	2421	16	568	732	35.5	0.03	1.3
4094	4	4	642	24	26.75	4.17	52.06	14.9	11.7	18.5	9.7	13.75	7.76	10.0	6.6916381118881105	39.31	2.8	6.1977146853146845	426	36	2605	2676	16	572	788	35.8	0.03	1.4
4095	4	4	754	32	23.5625	4.69	61.8	11.1	10.6	12.5	8.07	9.0	7.0	9.0	5.327710098271773	44.26	2.6	4.481828148650174	505	44	2941	3013	26	681	938	26.2	0.04	1.4
4096	3	3	660	28	23.571428571428573	4.58	69.86	10.1	8.7	11.2	6.39	7.666666666666666	7.69	8.0	5.5885385052571745	36.9	2.1	3.331539272520603	477	22	2464	2512	23	612	785	26.6	0.04	1.3
4097	2	3	394	19	20.736842105263158	5.51	32.13	20.5	10.9	22.8	7.85	7.666666666666666	8.03	8.0	8.320082251082251	21.21	3.4	7.12104329004329	236	13	1380	1444	7	330	491	47.1	0.02	1.5
4098	3	3	252	10	25.2	4.13	57.84	12.7	11.9	14.5	8.77	14.0	8.01	9.0	6.26421836099585	15.7	2.9	6.313144813278008	176	19	1058	1069	8	241	342	30.1	0.03	1.4
4099	4	4	442	28	15.785714285714286	7.05	63.49	8.4	11.0	11.0	11.6	8.0	7.61	8.0	4.492726804123711	29.48	2.9	5.19881408934708	259	45	1950	2007	24	388	601	16.2	0.06	1.5
4100	3	3	309	20	15.45	7.02	78.79	6.7	6.9	6.4	5.28	6.571428571428571	6.63	7.0	3.765693661971831	16.81	1.7	1.1998422535211262	234	7	1118	1144	16	284	362	17.8	0.06	1.3
4101	4	4	602	24	25.083333333333332	4.29	68.64	10.6	10.6	13.3	8.25	10.8	6.95	11.0	5.454843165467626	36.2	2.4	4.544185179856115	435	34	2417	2464	20	556	741	27.8	0.04	1.3
4102	4	4	262	17	15.411764705882353	7.52	69.41	8.2	9.7	10.5	9.46	10.6	7.17	9.0	4.354035714285715	15.81	2.5	4.013388095238096	164	16	1033	1076	12	224	320	18.7	0.05	1.4
4103	4	4	393	19	20.68421052631579	5.43	53.14	12.4	12.0	13.9	9.46	9.0	8.21	9.0	5.787802197802197	23.75	3.1	5.672192823503028	245	31	1564	1617	13	343	510	26.4	0.04	1.5
4104	3	3	306	15	20.4	5.34	63.12	10.6	10.2	12.7	9.0	8.333333333333334	6.49	11.0	4.916145321831452	18.51	2.7	4.470675912408758	196	17	1228	1260	11	274	390	24.9	0.04	1.4
4105	3	3	370	16	23.125	4.69	57.23	12.9	12.2	14.3	7.85	7.2857142857142865	7.82	8.0	6.189296933835395	21.48	2.7	5.441327810650888	262	28	1430	1462	11	338	470	30.7	0.03	1.4
4106	3	4	401	19	21.105263157894736	5.32	62.61	10.8	9.6	11.8	7.61	7.833333333333334	6.99	8.0	5.019990945674044	22.78	2.6	3.557221327967806	276	18	1504	1551	14	355	492	25.4	0.04	1.4
4107	3	3	453	20	22.65	4.71	69.96	10.1	9.7	10.7	5.81	11.6	6.07	11.0	4.94059433962264	24.9	1.9	3.244880188679245	351	21	1666	1695	16	424	530	26.5	0.04	1.3
4108	6	4	738	33	22.363636363636363	5.07	-590.65	255.6	0.0	324.3	12.45	10.666666666666666	38.86	256.0	93.12529813664595	47.58	4.7	110.55169130434781	421	82	3136	3239	1	644	1073	644.0	0.0	1.7
4109	4	4	456	22	20.727272727272727	5.58	-326.41	156.2	0.0	197.6	11.52	7.25	25.25	0.0	57.12018367346938	28.1	4.4	67.62352244897959	259	44	1847	1913	1	392	630	392.0	0.0	1.6
4110	3	3	263	9	29.22222222222222	3.75	20.76	18.6	13.5	17.8	10.28	12.6	7.46	13.0	6.381212752912322	16.39	4.8	7.207925076640098	159	23	1084	1116	7	233	419	33.3	0.03	1.8
4111	4	4	730	27	27.037037037037038	4.01	59.26	12.1	12.0	14.2	8.83	11.6	7.71	12.0	5.906043412484378	43.78	2.8	5.662330868907452	481	56	2907	2980	23	661	933	28.7	0.03	1.4
4112	2	2	101	4	25.25	4.21	81.16	7.9	8.1	8.0	4.36	12.625	6.15	8.0	4.549855263157895	5.2	1.6	2.08	79	3	350	354	4	95	114	23.8	0.04	1.2
4113	3	3	328	19	17.263157894736842	6.42	79.8	6.3	8.7	6.7	5.86	5.222222222222222	6.29	6.0	3.8726561085972846	17.61	1.8	2.02366334841629	226	16	1156	1199	17	286	376	16.8	0.06	1.3
4114	4	4	476	30	15.866666666666667	6.94	72.16	7.2	9.0	8.2	8.29	5.888888888888889	6.29	7.0	3.7772115384615383	28.12	2.0	3.066113461538462	320	27	1855	1914	26	416	572	16.0	0.06	1.4
4115	2	2	107	6	17.833333333333332	6.38	90.09	4.4	6.4	5.4	4.98	6.833333333333333	7.71	5.0	3.527333333333333	5.42	1.0	0.3455555555555563	79	2	355	369	6	90	106	15.0	0.07	1.2
4116	4	3	354	17	20.823529411764707	5.23	54.66	11.8	12.4	13.5	10.16	12.8	7.55	12.0	5.521055080721748	22.71	3.2	6.194792782526116	219	34	1515	1546	13	324	489	24.9	0.04	1.5
4117	4	4	529	23	23.0	4.83	63.63	10.4	10.1	12.6	9.0	11.8	7.47	12.0	5.264696007259529	31.52	2.6	4.376389655172414	345	28	2077	2146	19	464	645	24.4	0.04	1.4
4118	3	4	335	13	25.76923076923077	4.39	67.52	11.0	9.1	13.8	7.96	13.25	7.8	8.0	5.925664705882353	18.74	2.5	4.314381038062283	212	11	1229	1276	10	289	389	28.9	0.03	1.3
4119	3	3	264	24	11.0	11.06	75.5	5.9	8.3	6.4	6.95	5.333333333333333	6.75	7.0	3.347196078431372	14.45	1.9	1.7621550108932462	164	14	935	984	17	216	306	12.7	0.08	1.4
4120	2	3	268	12	22.333333333333332	4.8	65.39	11.8	9.8	14.4	7.79	8.0	7.34	8.0	5.868870967741936	15.7	2.5	4.569006451612903	200	11	1046	1069	8	248	334	31.0	0.03	1.3
4121	3	3	285	18	15.833333333333334	7.23	-4.02	34.4	19.3	42.7	11.05	5.666666666666667	10.22	35.0	13.396612903225806	17.6	3.9	15.55892311827957	170	24	1160	1198	3	248	384	82.7	0.01	1.5
4122	3	3	170	7	24.285714285714285	4.52	49.89	13.7	14.8	17.3	11.91	12.4	7.45	14.0	5.826113513513514	11.05	3.4	8.26884972972973	101	21	729	752	5	148	228	29.6	0.03	1.5
4123	4	4	457	20	22.85	5.13	63.63	10.4	11.0	13.0	9.29	11.8	7.28	11.0	5.113823717948717	27.07	2.9	4.752782051282051	274	30	1766	1843	16	390	565	24.4	0.04	1.4
4124	2	2	134	6	22.333333333333332	4.76	41.37	23.1	0.0	28.7	6.23	12.75	10.14	11.0	10.47279365079365	7.33	2.1	8.398520634920635	110	1	491	499	2	126	151	63.0	0.02	1.2
4125	4	4	619	34	18.205882352941178	6.06	68.3	8.7	10.5	10.0	8.59	8.166666666666666	6.39	9.0	4.370223779385171	37.17	2.6	4.251232549728751	404	46	2464	2530	28	553	790	19.8	0.05	1.4
4126	4	4	559	21	26.61904761904762	4.29	-168.24	97.5	0.0	122.4	9.95	8.666666666666666	18.31	98.0	36.52699693251534	32.88	3.8	42.24284376278118	352	49	2169	2238	2	489	728	244.5	0.0	1.5
4127	4	4	534	27	19.77777777777778	5.71	67.49	9.0	10.3	8.4	6.04	8.833333333333334	5.99	9.0	4.26596837944664	28.84	2.3	3.3426798235131905	374	36	1900	1963	23	473	644	20.6	0.05	1.4
4128	4	4	535	29	18.448275862068964	5.89	68.5	8.6	9.3	9.0	7.66	8.5	6.45	9.0	4.427497959183674	31.58	2.5	3.4550587755102047	347	29	2105	2150	25	490	698	19.6	0.05	1.4
4129	4	4	485	23	21.08695652173913	5.45	56.29	11.2	12.5	12.4	9.41	12.4	7.69	12.0	5.316619047619048	29.09	3.0	5.790071428571428	290	48	1911	1980	18	420	628	23.3	0.04	1.5
4130	4	3	944	86	10.976744186046512	10.55	86.6	3.7	7.1	3.4	4.56	5.111111111111111	6.04	5.0	2.858115690830235	49.76	0.9	0.6681851425030989	645	38	3246	3387	80	807	1038	10.1	0.1	1.3
4131	3	2	505	30	16.833333333333332	6.88	66.27	9.4	9.3	10.1	7.08	8.666666666666666	7.43	9.0	4.839864220183486	27.97	2.3	3.3318177981651367	319	23	1832	1904	20	436	595	21.8	0.05	1.4
4132	3	3	311	23	13.521739130434783	8.88	-168.41	99.6	0.0	127.7	10.59	4.777777777777778	19.68	100.0	37.46377865612648	17.85	3.5	41.84940632411067	195	11	1152	1215	1	253	363	253.0	0.0	1.4
4133	4	4	692	34	20.352941176470587	5.48	77.16	7.3	9.2	8.0	6.44	8.666666666666666	6.59	7.0	4.319907258064516	38.27	2.0	3.0276290322580635	476	36	2533	2605	32	620	812	19.4	0.05	1.3
4134	4	3	628	30	20.933333333333334	5.31	66.67	9.3	11.0	10.9	8.53	11.2	7.5	11.0	5.017643074161027	37.53	2.6	4.80289896423146	397	49	2478	2555	26	557	787	21.4	0.05	1.4
4135	2	2	380	7	54.285714285714285	1.87	2.16	36.1	13.8	43.7	6.52	26.0	10.3	14.0	14.886445710455764	21.51	2.6	14.298491152815014	309	14	1456	1464	4	373	475	93.3	0.01	1.3
4136	2	2	161	8	20.125	5.41	73.0	8.9	8.3	10.1	6.51	10.6	6.59	7.0	4.701436170212766	8.68	2.1	3.121008510638297	110	5	571	591	6	141	184	23.5	0.04	1.3
4137	4	4	903	36	25.083333333333332	4.34	53.75	12.2	13.6	14.8	11.15	11.0	7.36	13.0	5.5748671780532035	60.1	3.1	7.075627599758161	568	107	4013	4091	32	827	1238	25.8	0.04	1.5
4138	4	4	556	28	19.857142857142858	5.46	63.93	10.3	10.4	10.7	7.2	8.666666666666666	6.58	11.0	4.921643843336151	31.76	2.4	3.8561235841081984	391	34	2114	2162	21	507	685	24.1	0.04	1.4
4139	4	3	456	22	20.727272727272727	5.37	55.68	11.4	13.3	14.0	11.15	7.75	7.54	12.0	5.32907186322805	29.69	3.3	6.895617096493771	267	54	1968	2021	17	406	628	23.9	0.04	1.5
4140	2	4	194	13	14.923076923076923	7.34	79.5	6.4	7.9	7.3	6.55	6.714285714285714	6.24	7.0	4.004485964912281	10.78	2.0	1.7880966081871343	131	7	711	734	10	171	230	17.1	0.06	1.3
4141	5	4	684	28	24.428571428571427	4.54	53.44	12.3	12.4	14.1	9.93	14.75	7.43	13.0	5.5250551978586415	42.2	3.1	6.291845634088114	406	61	2790	2873	23	601	896	26.1	0.04	1.5
4142	4	3	339	21	16.142857142857142	6.58	70.02	8.0	9.5	8.3	7.36	8.0	6.08	8.0	3.861515616018394	19.86	2.2	2.8029043494922403	233	21	1319	1352	17	307	421	18.1	0.06	1.4
4143	3	3	413	14	29.5	3.64	69.25	10.4	10.8	13.0	8.07	11.4	6.77	11.0	5.375951818522685	24.72	2.3	4.711291563554554	289	25	1646	1683	14	381	503	27.2	0.04	1.3
4144	4	4	526	27	19.48148148148148	5.78	-384.94	180.7	0.0	230.0	10.88	9.0	28.42	181.0	66.28075545851527	31.99	3.8	77.8417484716157	320	35	2105	2178	1	458	680	458.0	0.0	1.5
4145	4	4	663	29	22.862068965517242	4.85	-516.55	233.4	0.0	298.8	10.88	14.25	34.73	0.0	85.43775167785233	41.31	3.6	100.35781073825501	440	48	2744	2812	1	596	855	596.0	0.0	1.4
